,weather_2h
11045,0
28174,0
20400,4
20722,0
12021,0
22784,0
308,0
27039,0
13033,4
20170,0
9229,0
15476,0
16411,4
25453,0
5849,0
5649,0
22335,0
11276,0
6204,0
25636,0
100,0
21903,0
22846,0
6634,4
3295,0
6897,0
7555,0
4803,0
197,0
22215,0
6244,0
21173,0
25344,0
18273,0
13238,0
9384,4
16600,4
2082,0
19850,1
21317,0
27595,0
8158,0
4578,0
882,0
5043,0
16455,0
350,4
2316,0
8317,0
11598,0
15552,1
28269,0
6559,4
23735,0
15502,0
7779,0
20628,0
3320,0
8113,0
4865,0
22902,0
836,0
23491,0
7402,0
11690,0
20469,4
10166,0
19160,0
6775,0
7414,0
12814,4
25356,0
19596,0
27632,0
5777,0
20028,0
12778,4
27486,0
21396,0
5034,0
24669,0
27985,0
24117,0
13941,0
15039,4
22896,0
23028,0
22230,0
7183,0
15126,0
5943,2
25880,0
16791,4
23288,0
22671,0
19475,0
1070,4
5100,0
4870,0
15291,0
16964,4
5535,0
27682,0
12676,4
12224,4
16473,0
1656,0
9298,4
12314,4
12363,0
17084,4
16141,4
27025,0
18204,0
14036,0
8045,0
17632,0
14958,4
28109,0
25389,0
715,0
1780,0
22336,0
6690,0
2502,0
17140,4
6193,0
18154,0
27672,0
10627,0
10437,0
13777,4
15961,0
14393,4
23249,0
16995,4
9213,0
7035,0
387,4
17772,0
3486,0
21557,4
15834,0
17641,0
15104,4
16042,4
969,0
19067,0
21985,0
26097,0
18191,0
4928,0
17482,0
21290,0
3919,0
5780,0
2964,0
4957,0
2142,0
14400,4
28097,0
3324,1
15633,0
21461,4
25438,0
23219,0
16711,4
11278,0
5396,0
14660,0
9433,4
7451,0
6216,0
28062,0
14442,4
28235,0
24910,0
26802,0
4529,0
3901,0
17858,0
17100,4
1960,0
27270,0
10590,0
10096,0
6351,0
21043,0
11104,0
1509,1
13007,4
26039,0
9256,0
19210,0
5976,2
15528,0
7572,0
14058,0
14576,4
8504,0
10481,0
7605,0
15272,0
20426,4
24442,0
16688,4
20516,0
4481,0
7325,0
1467,0
15418,0
19881,0
8935,0
13798,0
25420,0
397,4
24860,0
22098,0
12317,4
19015,0
20006,0
10143,0
26570,0
25738,0
5104,0
6381,4
22482,0
4265,0
16482,0
24546,0
18397,0
2472,0
20314,0
4500,0
20031,0
4428,0
2906,0
1676,0
1528,0
24679,0
27657,0
2748,0
16944,4
9154,0
6278,0
24934,0
12692,4
3298,0
12496,0
3580,0
7043,0
15060,4
13127,4
9611,0
20597,0
7754,0
16796,4
26381,0
17765,0
20032,0
14211,4
9709,0
7205,0
16149,4
2263,0
26474,0
12047,0
10669,0
5231,0
17154,4
15546,1
27340,0
16209,4
7100,0
19199,0
17735,0
26675,0
8959,0
21213,1
15218,0
22567,0
28146,0
6248,0
26628,0
18456,0
16884,4
3065,0
22046,0
7369,0
19329,0
17826,0
10427,0
2377,0
2916,0
1830,4
17249,4
21034,0
13953,0
1193,4
25266,4
13758,4
28015,0
9545,0
13382,0
26503,0
2569,0
19534,0
1348,0
18202,0
5453,0
23647,0
27263,0
13462,4
23870,0
1689,0
1203,4
8265,0
26677,0
12337,0
3157,0
23996,0
5590,0
27432,0
19989,0
26263,0
2957,0
25830,0
17512,0
14505,4
21937,0
11991,0
8586,0
25086,4
24486,0
22179,0
27778,0
3733,0
1653,0
5846,0
19269,0
8159,0
6643,4
26638,0
27690,0
14047,0
16776,4
11544,0
1763,0
4093,1
17384,4
8777,0
7372,0
17204,4
27675,0
19185,0
19689,0
21987,0
19404,0
9196,0
747,0
28186,0
26187,0
20165,0
5364,0
7425,0
53,0
7032,0
11321,0
21392,0
25747,0
17822,0
16871,4
23434,0
12409,0
14218,4
6705,0
24339,0
17614,0
18431,0
22408,0
466,4
16715,4
11882,0
23709,0
16177,4
16684,4
13924,0
24536,0
14826,0
5399,0
11310,0
13328,0
14449,4
12336,0
20173,0
6982,0
9053,0
487,4
22776,0
667,0
2794,0
27707,0
15319,0
22244,0
18378,4
24701,0
11404,0
18950,0
5751,0
26295,0
12106,4
10577,0
20838,4
13504,4
17128,4
4411,0
4144,0
9759,0
1596,0
2378,0
15146,0
11403,0
27618,0
19280,0
12963,4
25463,0
528,4
5381,0
25018,4
7932,0
23038,0
10065,0
10675,0
15914,0
13937,0
247,0
18651,0
7807,0
24698,0
18501,0
11263,0
10245,0
21267,0
26233,0
12981,4
21302,0
11865,0
16091,4
4872,0
10036,0
22764,0
28030,0
13358,0
12100,4
8450,0
9621,0
26703,0
23611,0
18126,0
13615,4
15311,0
21431,0
21400,0
12282,4
3420,0
11682,0
18848,0
13611,4
17751,0
8756,0
24130,0
660,0
14174,4
10707,0
17484,0
13688,4
7671,0
23124,0
15364,0
25588,0
13323,0
4114,0
1826,4
24956,0
26831,0
21021,0
96,0
24131,0
12574,0
21270,0
12309,4
14179,4
1732,0
10479,0
16557,4
22656,0
794,0
14076,0
15529,0
1873,0
14526,4
22981,0
8141,0
14950,4
864,0
3103,0
20210,0
4116,0
17188,4
2967,0
7901,0
4838,0
10176,0
21146,4
17968,0
3384,0
12864,4
5465,0
1827,4
21917,0
4627,0
11875,0
4412,0
261,0
7830,0
25207,4
9131,0
889,0
24782,0
3259,0
27693,0
12535,0
24582,0
19945,0
7305,4
27969,0
8042,0
25976,0
6968,0
14566,4
2663,0
10895,0
7509,0
24815,0
23441,0
22674,0
6487,4
16039,4
12838,4
14686,0
9453,4
9670,0
5160,0
6649,4
25601,0
10310,0
23298,0
15751,0
1054,0
3605,0
5147,0
7648,0
17743,0
12065,0
11200,0
6217,0
250,0
6469,4
25998,0
24884,0
18438,0
13494,4
12702,4
25176,4
5416,0
16114,4
28316,0
28141,0
20579,0
3606,0
9869,0
26197,0
11202,0
15289,0
15949,0
21724,2
3721,0
25975,0
21216,4
14350,4
23523,0
27118,0
12523,0
14604,0
15298,0
19953,0
16196,4
548,4
19551,0
26289,0
24065,0
14162,4
13604,4
152,0
3699,0
18747,0
9474,4
11968,0
19306,1
6795,0
9129,0
594,4
16608,4
9615,0
16931,4
18454,0
19060,0
13858,0
9506,0
23047,0
575,4
11658,0
17971,0
4735,0
3767,0
24555,0
17004,4
18972,0
19799,0
26541,0
13872,0
18370,4
20713,0
26659,0
25490,0
12662,4
4467,0
12485,0
11437,0
15591,1
12620,0
14124,4
4945,0
23517,0
1329,0
18124,0
7603,0
19211,0
3641,0
19736,0
26784,0
24304,0
25789,0
25963,0
25500,0
4447,0
13710,4
26272,0
20381,4
12637,4
8404,0
7301,4
27243,0
19950,0
11128,0
28124,0
25194,4
27059,0
23630,0
10552,0
13970,0
2638,0
11922,0
5729,0
25410,0
27586,0
12038,0
7786,0
5452,0
1160,4
27840,0
16413,4
21988,0
18408,0
14042,0
1241,4
20520,0
23650,0
5991,4
16240,4
19917,0
5165,0
10996,0
14473,4
5931,2
15444,0
13947,0
4249,0
3372,0
18185,0
12034,0
2193,0
9031,0
19117,0
15514,0
20213,0
23274,0
23820,0
26199,0
2349,0
14193,4
13934,0
15156,0
17120,4
4384,0
15275,0
24518,0
24013,0
5848,0
8707,0
21427,4
13376,0
2200,0
11873,0
22799,0
9760,0
22146,0
7971,0
2303,0
12875,4
16973,4
20868,0
9789,0
22712,0
18711,0
13794,0
7819,0
23077,0
671,0
21386,0
5642,0
11322,0
13306,0
1739,2
19344,0
22808,0
3272,0
8089,0
3176,0
8356,2
11089,0
18303,4
846,0
10175,0
15740,0
27316,0
8544,0
1852,4
18001,0
18953,0
13152,4
21906,0
11974,0
11341,0
684,0
478,4
6396,4
14673,1
24095,0
8059,0
7551,0
11052,0
18705,0
1957,0
20431,4
22227,0
25435,0
12614,0
7286,0
6819,0
25213,4
4122,0
27516,0
15850,0
13151,4
9845,0
14262,4
539,4
9544,0
17660,0
11722,0
8306,0
12117,4
18735,0
23624,0
25707,0
17418,4
4408,0
21136,4
16727,4
20965,0
13986,0
1715,0
1521,0
20831,4
7393,0
10309,0
18010,0
9068,0
4147,0
9690,0
26855,0
19897,0
74,0
5911,2
5124,0
12035,0
22167,0
12108,4
1959,0
12906,4
12644,4
27684,0
3802,0
23531,0
6772,0
17039,4
27747,0
16272,4
13894,0
19807,0
18398,0
11847,0
6992,0
18920,0
284,0
21555,4
13799,0
2581,0
22497,0
28201,0
16780,4
23398,0
26256,0
4356,0
4446,0
9558,0
1846,4
6233,0
22625,0
6095,1
26277,0
9326,4
18918,0
23333,0
25675,0
21639,4
6259,0
19635,0
26247,0
8386,0
9765,0
20677,0
11324,0
21456,4
4621,0
56,0
16033,4
10867,0
25444,0
26504,0
8400,0
25261,4
27242,0
18685,0
18600,0
22664,0
15509,0
5787,0
21544,4
1017,0
18908,0
25903,0
1101,4
27529,0
5674,0
4258,0
629,0
6072,4
5338,0
1438,0
25447,0
19233,0
11754,0
14795,0
8824,0
12202,4
2791,0
26241,0
19324,1
21633,4
24769,0
2144,0
24944,0
8195,0
28103,0
3089,0
9916,0
18280,4
2698,0
22280,0
17853,0
9723,0
6023,2
15599,1
26650,0
24374,0
14630,0
298,0
2469,0
4357,0
22411,0
22526,0
2628,0
2596,0
21371,0
2622,0
12658,4
13789,4
13187,0
18574,0
12627,4
5891,0
19074,0
24989,0
27669,0
16388,4
25452,0
19866,0
24596,0
12931,4
6190,0
7669,0
11556,0
12276,4
3307,0
6533,4
7968,0
19425,0
25891,0
22702,0
21976,0
6491,4
2483,0
16799,4
12850,4
17362,4
13122,4
20913,4
19617,0
15956,0
13826,0
24237,0
10613,0
16720,4
12330,4
17448,0
2084,0
11506,0
19024,0
27548,0
18695,0
25133,4
21025,0
18068,0
19443,0
1179,4
28329,0
25413,0
23019,0
7279,0
7997,0
27280,0
4488,0
9230,0
10659,0
6028,2
8874,0
14762,0
5986,0
16586,4
20280,0
4497,0
12351,0
16775,4
19238,0
14019,0
4035,0
976,0
14564,4
26460,0
7691,0
20264,0
138,0
9164,0
14504,4
18686,0
24089,0
13579,4
20768,0
9682,0
10830,0
25970,0
1403,0
27579,0
12817,4
26063,0
437,4
4604,0
546,4
17893,0
25850,0
21204,0
6843,0
5532,0
12466,4
24502,0
17756,0
24690,0
5479,0
18424,0
25965,0
20226,0
21184,0
7659,0
19152,0
17496,0
16069,4
24482,0
19646,0
5621,0
17927,0
1182,4
24041,0
28261,0
13729,4
9699,0
7171,0
18782,0
644,0
19963,0
2050,0
16953,4
26720,0
6507,4
18187,0
4719,0
3013,0
10180,0
5245,0
6572,4
20401,4
11312,0
19541,0
11188,0
16580,4
8198,0
4792,0
6971,0
19374,0
11344,0
1813,4
5457,0
12101,4
23015,0
1944,0
20002,0
6438,4
5930,2
7833,0
24938,0
10064,0
1145,4
6800,0
6841,0
24537,0
5534,0
4054,1
16337,4
9117,0
21966,0
12064,0
20059,0
17796,0
8926,0
26613,0
18182,0
10963,0
21668,4
25391,0
25333,0
12453,4
3843,0
2410,0
323,0
5744,0
5185,0
11763,0
10258,0
19719,0
17058,4
12261,4
4186,0
11675,0
13608,4
2070,0
1103,4
14001,0
25479,0
23532,0
10136,0
15964,0
15264,0
8464,0
27947,4
13939,0
25062,4
5720,0
2511,0
20757,0
15526,0
27766,0
26707,0
6546,4
23157,0
1659,2
24933,0
10875,0
403,4
2120,0
14189,4
9505,0
6093,2
16286,4
25704,0
2793,0
14779,0
970,0
9946,0
18961,0
28193,0
3808,0
19285,1
23524,0
25827,0
22023,1
833,0
13955,0
18489,0
25971,0
27776,0
15983,4
13451,4
19293,0
26996,0
6759,0
28216,0
26205,0
18426,0
2476,0
12792,4
16488,0
15597,1
15191,0
22578,0
4109,0
2586,0
25660,0
27654,0
121,0
7694,0
21387,0
21440,4
707,0
8211,0
20770,0
9011,0
7561,0
22371,0
11213,0
6666,4
16923,4
20592,0
1765,0
22583,0
8656,0
636,0
9294,4
14278,4
4374,0
15978,4
21658,4
27399,0
22314,0
14723,0
21679,4
10197,0
27502,0
24338,0
17872,0
8127,0
18416,0
8893,0
27720,0
8839,0
25492,0
17225,4
3386,0
8453,0
24638,0
14871,0
15865,0
12430,0
25049,4
21907,0
7157,0
8665,0
12831,4
503,4
27730,0
7679,0
15542,0
8222,0
7193,0
3671,0
6850,0
4559,0
3570,0
19786,0
2207,0
19241,0
22080,0
25640,0
13351,0
946,0
9994,0
13064,4
93,0
10399,0
11649,0
2805,0
16144,4
22047,0
3171,0
3629,0
6651,4
2220,0
10814,0
12907,4
11162,0
27822,0
8248,0
15482,0
23540,0
28067,0
19837,1
1929,0
19643,0
20981,0
3111,0
25762,0
12302,4
193,0
5391,0
13541,4
26956,0
24588,0
22344,0
3479,0
23066,0
8635,0
23382,0
2000,0
2922,0
3612,0
6565,4
21922,0
6041,2
3954,0
21880,0
84,0
9834,0
18091,1
16277,4
27325,0
24513,0
19402,0
26550,0
13765,4
11210,0
8122,0
15813,0
9893,0
2399,0
25204,4
11056,0
21744,1
18388,4
2600,0
25710,0
15180,0
19675,0
3355,0
5302,0
19170,0
16080,4
24370,0
4951,0
8669,0
10856,0
8744,0
9245,0
7355,0
22580,0
123,0
26274,0
8253,0
14615,0
5909,2
18789,0
5767,0
16163,4
15884,0
11235,0
12362,0
17273,4
23239,0
17352,4
25835,0
4178,0
1094,4
10880,0
24720,0
10275,0
3712,0
27149,0
205,0
1313,0
13280,0
16237,4
18895,0
14269,4
11942,0
13633,4
1518,0
4086,0
13121,4
16639,4
10679,0
16066,4
18509,0
14292,4
24577,0
5384,0
26532,0
1889,0
21190,0
12237,4
22717,0
12854,4
12197,4
17234,4
12226,4
1358,0
10685,0
21853,0
4062,0
11253,0
5243,0
3979,0
6895,0
1895,0
26296,0
8322,0
10072,0
15475,0
26105,0
15786,0
19355,0
25124,4
3326,1
25318,0
18258,0
1300,0
8812,0
2328,0
13171,0
21350,0
7608,0
7621,0
1981,0
10525,0
5069,0
12755,4
26928,0
8380,0
13984,0
20917,4
20538,0
24411,0
11505,0
7055,0
2199,0
14677,0
23137,0
22401,0
2480,0
18846,0
25541,0
2227,0
14178,4
23652,0
21757,4
26515,0
5484,0
20420,4
18867,0
13713,4
5799,0
27640,0
3822,0
20895,0
22873,0
9240,0
17824,0
15388,0
1701,0
24568,0
15285,0
16354,4
6735,0
27011,0
24881,0
17631,0
7683,0
1716,0
6677,0
4746,0
9501,0
20858,0
22828,0
20911,4
22882,0
378,4
26883,0
21858,0
6931,0
5493,0
2011,0
17757,0
26829,0
11567,0
10154,0
6003,2
3709,0
20496,0
19924,1
14108,4
1124,4
25476,0
17458,0
11741,0
3369,0
12829,4
13393,4
8116,0
23405,0
25802,0
2991,0
18246,0
19844,1
17360,4
11252,0
19358,0
663,0
1298,0
24540,0
7099,0
3797,0
5508,0
7512,0
5064,0
17869,0
5602,0
8243,0
2826,0
22268,0
10850,0
22628,0
5947,4
27250,0
11861,0
23718,0
22592,0
21828,1
1681,0
7229,0
11604,0
765,0
11060,0
13165,0
2295,0
4829,0
15158,0
16139,4
24313,0
24914,0
21850,0
3577,0
456,4
21612,0
4771,0
23782,0
25215,4
22494,0
6994,0
23171,0
23886,0
11048,0
20396,4
17907,0
3558,0
25351,0
4855,0
8524,0
17494,0
2926,0
24504,0
25304,0
7770,0
3962,0
17905,0
13628,4
17230,4
27189,0
23663,0
12448,0
13077,4
22418,0
9181,0
11133,0
535,4
3686,0
8553,0
7918,0
24787,0
6650,2
18358,4
25869,0
13092,4
26297,0
19102,0
20870,0
26614,0
9176,0
19801,0
2425,0
11523,0
16138,4
21100,4
6183,0
17002,4
11972,0
512,4
12305,4
27722,0
4283,0
24684,0
27584,0
4765,0
11808,0
20577,0
11424,0
8108,0
16743,4
19154,0
18693,0
18870,0
12342,0
23207,0
13668,4
25084,4
15931,0
8510,0
27663,0
23569,0
19760,0
12467,0
24662,0
25272,4
14492,4
14917,4
1551,0
27265,0
13414,0
15988,4
24580,0
4946,0
12720,4
7908,0
23408,0
24454,0
1965,0
28332,0
21175,0
13866,0
17564,0
5221,0
20807,0
26843,0
8274,0
26258,0
5171,0
2249,0
16959,4
26788,0
18590,0
18988,0
15263,0
28319,0
13319,0
4199,0
22214,0
10822,0
25867,0
7777,0
25605,0
15443,0
18622,0
14656,0
3555,0
17087,4
16311,4
20140,0
26413,0
2340,0
2909,0
17094,4
13372,4
18636,0
11696,0
17377,4
7517,0
17775,0
24456,0
23113,0
20813,0
19708,0
12077,4
13191,0
13513,4
10667,0
15480,0
15097,4
15782,1
27409,0
14843,0
21685,4
7203,0
14825,0
7227,0
21815,1
26743,0
58,0
11657,0
1617,0
18165,0
21315,0
8552,0
2998,0
9438,4
18659,0
7529,0
16245,4
867,0
19035,0
4123,0
5726,0
12433,0
20561,0
25375,0
6779,0
14886,0
18802,0
21215,4
15750,0
9726,0
19979,1
15802,0
25050,4
16257,4
27838,0
20655,0
6635,4
14233,4
6606,4
11308,0
24076,0
9138,0
10083,0
1021,0
28324,0
13985,0
5025,0
14165,4
14553,4
12613,0
5269,0
12124,4
6036,2
15153,0
3944,0
17093,4
22263,0
3470,0
21366,0
18450,0
18680,0
8267,0
17425,4
17970,0
25918,0
10521,0
19758,0
11249,0
5998,2
2167,0
15716,0
11673,0
27997,0
26599,0
20148,0
15778,0
10967,0
932,0
21292,0
5125,0
19240,0
20665,0
14822,0
2444,0
17162,4
269,4
5022,0
16502,0
7783,0
4995,0
16587,4
1069,4
8778,0
17502,0
19797,0
10482,0
12581,0
10980,0
13627,4
26527,0
620,0
6979,0
8161,0
9831,0
22347,0
10407,0
24357,0
18071,0
21433,0
27196,0
11802,0
7568,0
129,0
8888,0
1661,2
4360,0
4231,0
10346,0
14524,4
20009,1
12468,4
28317,0
24685,0
14491,4
27043,0
19778,0
17915,0
8221,0
18446,0
20604,0
11121,0
21871,1
330,4
18874,0
19934,0
8216,0
249,0
3256,0
1888,0
25651,0
20470,4
16074,4
5962,2
8742,0
5143,0
26487,0
1926,0
18178,0
13696,4
9538,0
16460,0
8576,0
26085,0
22162,0
23792,0
7790,0
14256,4
19354,0
7267,0
16359,4
3836,0
8768,0
22235,0
1278,4
21775,4
14785,0
22389,0
25350,0
18927,0
26038,0
13565,4
6150,0
5470,0
17182,4
19271,0
25287,0
20598,0
22270,0
22551,0
11122,0
3389,0
27761,0
27791,0
18044,0
5080,0
11379,0
16838,4
27717,0
22542,0
9966,0
6613,4
17498,0
20922,4
22704,0
27533,0
23286,0
7329,0
18135,0
27404,0
6740,0
23232,0
2894,0
25753,0
17832,0
22616,0
22743,0
24728,0
2042,0
4120,0
24080,0
13772,4
2438,0
18964,0
23984,0
19302,0
17556,0
1699,0
13433,4
5778,0
14318,4
2267,0
3939,0
20038,0
2649,0
13993,0
1010,0
3366,0
20945,4
19226,0
10410,0
26900,0
27980,0
789,0
16805,4
17629,0
12654,4
28169,0
18340,0
6625,4
21710,1
2164,0
16461,0
11416,0
12220,4
12775,4
2256,0
17497,0
26280,0
2322,0
16616,4
8771,0
23677,0
2309,0
20174,0
12507,0
23306,0
9516,0
19965,0
27232,0
5205,0
19235,0
8606,0
25032,4
1305,0
9517,0
12994,4
28233,0
2955,0
24509,0
12713,4
4732,0
22222,0
28371,0
17945,0
17510,0
13377,0
25090,4
17714,1
21684,4
27714,0
16926,4
24517,0
22635,0
26068,0
25247,4
11067,0
18160,0
501,4
446,4
19445,0
1837,4
20811,0
2908,0
6704,0
25689,0
22468,0
16810,4
27351,0
7557,0
23753,0
20342,4
20683,0
27872,0
18800,0
24973,0
7863,0
3771,0
5495,0
10817,0
4229,0
26251,0
8347,0
14790,0
13093,4
8223,0
13587,4
27551,0
5461,0
26962,0
13958,0
18640,0
4725,0
12250,4
22880,0
24749,0
16986,4
1249,4
4774,0
17116,4
4912,0
6137,4
24347,0
7938,0
25777,0
24530,0
9249,0
17985,0
10717,0
14887,0
6447,4
13413,0
8560,0
8946,0
19825,0
2137,0
5456,0
22110,0
8348,0
15644,0
13780,4
2946,0
21325,0
27844,0
4704,0
19783,2
23363,0
4690,0
19842,1
6889,0
16642,4
11007,0
1118,4
4938,0
2032,0
20834,4
14365,4
586,4
692,0
958,0
9248,0
22273,0
26486,0
1511,0
17102,4
11065,0
28035,0
433,4
4081,1
24825,0
11964,0
17389,4
18129,0
16343,4
980,0
7723,0
5797,0
19523,0
8095,0
22714,0
6247,0
11019,0
2549,0
9357,4
16753,4
14679,0
18650,0
7124,0
8729,0
28029,0
12622,0
25994,0
7735,0
24526,0
21921,0
764,0
5445,0
16316,4
3265,0
22443,0
24287,0
20935,0
24209,0
10303,0
21117,4
13318,0
26102,0
1905,0
12815,4
18875,0
80,0
2260,0
10087,0
8653,0
24952,0
12070,0
5076,0
6354,4
22547,0
14148,4
9954,0
24030,0
17464,0
21403,0
25652,0
26727,0
22348,0
14060,0
18940,0
7591,0
5715,0
10298,0
15574,1
27017,0
9554,0
25024,4
27003,0
28027,0
24039,0
23141,0
1890,0
24723,0
145,0
17815,0
8350,0
14399,4
26569,0
6474,4
8106,0
11549,0
16476,0
24439,0
1755,2
21224,1
23951,0
3647,0
19311,1
21654,4
13877,0
11440,0
21278,0
7996,0
9500,0
11667,0
8427,0
18137,0
7077,0
21627,4
18093,1
24151,0
21945,0
2455,0
21372,0
23999,0
12663,4
16089,4
5739,0
22700,0
15851,0
18963,0
20704,0
26455,0
17113,4
24584,0
22259,0
25440,0
13963,0
25371,0
15849,0
22481,0
22212,0
10485,0
17825,0
13226,0
14509,4
17724,1
15419,0
5026,0
12084,4
14971,4
15062,4
9462,4
1412,0
8037,0
21186,0
26345,0
27231,0
7136,0
21657,4
21698,1
7391,0
10363,0
25478,0
16426,4
7115,0
7930,0
16061,4
1032,0
7667,0
3423,0
21661,4
24921,0
25380,0
8262,0
13629,4
19537,0
3917,0
18066,1
15492,0
8031,0
6145,2
2982,0
20985,0
23553,0
9557,0
21571,4
22847,0
13596,4
1872,0
10383,0
12455,4
18018,0
22199,0
27119,0
1503,0
8452,0
1280,4
23545,0
15555,1
77,0
19765,0
15043,4
8530,0
4908,0
8096,0
19512,0
20878,0
24490,0
2729,0
358,4
27042,0
2512,0
12424,0
15726,0
20219,0
20780,0
28210,0
20364,4
2189,0
18334,4
8880,0
2505,0
15918,0
16540,0
15064,4
20370,4
23673,0
15649,0
3893,0
16790,4
22013,0
22109,0
8490,0
19860,0
24243,0
3284,0
14976,4
18360,4
18810,0
26892,0
12957,4
20484,0
15268,0
22634,0
20335,4
5563,0
23449,0
15822,0
8955,0
6415,4
25573,0
248,0
2066,0
18011,0
17420,4
4710,0
4553,0
26926,0
19109,0
294,0
17698,0
8862,0
20503,0
3417,0
26667,0
2853,0
6825,0
6928,0
26615,0
22506,0
9659,0
14613,0
25106,4
28365,0
19811,0
2784,0
22361,0
4099,0
2325,0
18210,0
19183,0
27792,0
24137,0
6873,0
795,0
13516,4
9421,4
2648,0
22815,0
27784,0
7657,0
15979,4
16148,4
3098,0
8922,0
11316,0
16243,4
22925,0
1271,4
16419,4
10260,0
20273,0
13076,4
9547,0
27641,0
2115,0
26563,0
318,4
21678,4
28273,0
16175,4
25575,0
19204,0
1662,2
6623,4
1093,4
18486,0
18115,0
7352,0
22945,0
27259,0
8489,0
20232,0
14483,4
25791,0
1354,0
6015,2
5140,0
10358,0
16681,4
4886,0
20729,0
16256,4
15796,0
7581,0
12659,4
17083,4
4898,0
9639,0
4302,0
7822,0
10882,0
12445,0
1366,0
20215,0
26502,0
26601,0
17990,0
11540,0
12340,4
23518,0
24115,0
5500,0
12273,4
24136,0
27047,0
6513,4
1894,0
18015,0
26183,0
7118,0
17082,4
23541,0
21123,4
4377,0
16772,4
6004,2
27266,0
23181,0
18198,0
3186,0
21192,0
20795,0
22329,0
20168,0
11146,0
105,0
28054,0
19611,0
17310,4
2524,0
10146,0
15306,0
6674,4
4875,0
16390,4
10711,0
5867,0
6847,0
13870,0
27756,0
24744,0
15323,0
8897,0
3314,0
4727,0
656,0
27334,0
1788,4
14102,4
6416,4
9144,0
14681,0
11108,0
19165,0
27044,0
3742,0
2872,0
15372,0
20803,0
18968,0
19915,0
24606,0
26848,0
15439,0
18904,0
3457,0
16130,4
28,0
579,4
18828,0
9048,0
13889,0
3502,0
21318,0
130,0
1389,0
7924,0
5546,0
18891,0
17899,0
15247,0
7720,0
9987,0
24175,0
3213,0
15571,1
15554,1
13727,4
25539,0
589,4
2819,0
4733,0
16417,4
9391,4
27387,0
7459,0
18149,0
10670,0
16396,4
4887,0
6019,2
22891,0
25336,0
3739,0
20056,0
24773,0
7411,0
8639,0
5559,0
9010,0
6277,0
27771,0
20814,0
19073,0
3819,0
16218,4
18171,0
10323,0
12925,4
16754,4
7410,0
2546,0
6388,4
13289,0
471,4
21817,1
21288,0
9341,4
27489,0
10331,0
14479,4
2891,0
23700,0
14163,4
12113,4
23558,0
1513,0
3279,0
14155,4
27308,0
2217,0
26618,0
18763,0
7505,0
10700,0
12991,4
5685,0
18603,0
17345,4
27258,0
22403,0
12476,0
10265,0
13188,0
16132,4
15308,0
7129,0
21847,0
18255,0
21322,0
23559,0
17145,4
3374,0
14535,4
27598,0
18478,0
9944,0
27603,0
9432,4
27562,0
16848,4
7401,0
15041,4
21499,4
21208,4
9231,0
6714,1
27330,0
3494,0
24493,0
5331,0
2102,0
9562,0
26723,0
12733,4
8994,0
17620,0
18242,0
26850,0
11245,0
25956,0
3567,0
237,0
3911,0
3908,0
27368,0
16031,4
6880,0
20192,0
18245,0
6140,0
8822,0
25057,4
1657,0
12827,4
14868,0
4618,0
13583,4
2426,0
125,0
11623,0
10795,0
24184,0
17142,4
4364,0
25655,0
7539,0
20298,4
17563,0
11975,0
25615,0
15577,1
15022,4
13296,0
27312,0
24410,0
4241,0
24183,0
12366,0
17101,4
17277,4
495,4
1720,0
20508,0
6446,4
17479,0
21794,4
22097,0
1560,0
4369,0
19326,0
14281,4
4752,0
10989,0
10782,0
8011,0
19232,0
3892,0
4718,0
8928,0
9525,0
5646,0
20074,0
13067,4
1055,0
8007,0
5722,0
12914,4
13646,4
10343,0
2286,0
10580,0
26129,0
7014,0
10946,0
881,0
27060,0
18835,0
18384,4
389,4
5978,4
23152,0
26619,0
24476,0
27416,0
2127,0
19328,0
20312,0
5204,0
6149,0
2401,0
6868,0
16917,4
8393,0
20930,4
22128,0
25306,0
26435,0
3798,0
1823,4
11441,0
7475,0
1641,0
27304,0
19891,0
3895,0
5752,0
6211,0
10624,0
2897,0
17069,4
5109,0
27650,0
19538,0
20639,0
20236,0
19255,0
20550,0
12617,4
10520,0
20473,4
3485,0
20200,0
13598,4
12951,4
15691,0
22501,0
16970,4
26639,0
16322,4
17770,0
16101,4
15916,0
9467,4
13867,0
15073,4
16486,0
20819,0
23674,0
19110,0
5892,2
22041,0
6922,0
2929,0
9556,0
1458,0
2594,0
12306,4
18990,0
23011,0
26826,0
9461,4
27007,0
9512,0
15646,0
13404,0
18500,0
13398,4
17776,0
17442,0
22893,0
25009,0
4464,0
4089,0
22198,0
11192,0
7614,0
11348,0
6785,0
23002,0
17683,1
22980,0
8405,0
7782,0
302,0
10272,0
1290,0
3619,0
14471,4
19981,1
9574,0
14447,4
8036,0
8997,0
15673,0
18799,0
12007,0
168,0
12939,4
19638,0
14655,0
27799,0
10863,0
15940,0
7404,0
21113,4
19826,0
10148,0
12408,0
108,0
10238,0
14865,0
14882,0
21211,1
2867,0
21110,4
5505,0
6380,4
1233,4
19884,0
4820,0
9564,0
2034,0
3002,0
8779,0
26376,0
15257,0
3913,0
24412,0
1638,0
1401,0
24290,0
8571,0
12527,0
15789,0
21943,0
11402,0
4311,0
13361,0
1848,4
13,0
17932,0
6189,0
27082,0
16634,4
14711,0
12159,4
670,0
4320,0
4254,0
25984,0
8255,0
4846,0
7645,0
5916,4
21233,4
28164,0
8425,0
22131,0
24817,0
27360,0
1938,0
